eid,x,y,z,q
5,-4.90825,22.704,701.223,86.5224
5,-49.0824,19.8025,702.34,155.601
5,-22.0871,41.0558,698.318,121.003
5,-83.44,90.7145,698.948,309.51
5,-76.0777,100.565,697.815,171.457
5,-56.4447,75.0611,698.533,773.029
5,-80.9859,86.4639,697.769,195.971
5,-78.5318,99.2159,698.388,719.039
5,-39.2659,56.7093,699.216,131.844
5,147.247,-28.3716,698.579,72.6573
5,-12.2706,24.0532,693.145,2788.63
5,142.339,-31.3408,692.431,59.2912
5,139.885,-26.9547,690.008,194.779
5,137.431,-28.3038,688.924,109.543
5,-9.81648,22.704,684.707,3294.58
5,134.976,-26.9547,683.874,113.508
5,130.068,-26.9547,681.452,127.766
5,-12.2706,18.4534,681.795,1453.63
5,-9.81648,45.3065,678.043,355.765
5,-1.14441e-05,45.3065,677.059,120.428
5,-12.2706,26.9547,677.386,576.358
5,-7.36237,32.5545,676.018,104.38
5,-9.81648,19.8025,675.218,2784.5
5,125.16,-26.9547,673.592,142.285
5,-12.2706,32.5545,672.134,219.233
5,122.706,-22.704,671.947,93.0245
5,120.252,-26.9547,671.262,150.188
5,120.252,-24.0532,668.299,151.459
5,117.798,-28.3038,667.617,84.96
5,115.344,-24.0532,663.919,131.894
5,-7.36236,24.0532,661.011,2655.98
5,-1.33514e-05,11.3012,659.266,241.732
5,-9.81648,28.3038,659.453,715.28
5,110.435,-24.0532,660.092,130.683
5,-4.90825,62.3091,658.961,269.107
5,-7.36236,60.9599,658.478,199.47
5,107.981,-22.704,657.287,144.818
5,-1.14441e-05,62.3091,657.602,121.191
5,105.527,-24.0532,655.088,96.8826
5,103.073,-22.704,650.996,88.5154
5,-4.90825,22.704,648.114,2573.05
5,95.7106,-18.4534,644.833,110.597
5,98.1647,-22.704,645.072,271.706
5,95.7106,-24.0532,644.962,133.791
5,98.1647,-19.8025,645.759,181.228
5,-14.7247,56.7093,642.981,121.435
5,-12.2706,92.0637,642.58,116.543
5,93.2565,-19.8025,642.581,126.357
5,-9.81648,82.2132,642.659,120.86
5,-9.81648,73.7119,642.493,136.985
5,-7.62939e-06,87.813,642.574,389.312
5,-7.36236,26.9547,641.557,545.205
5,-4.90825,36.8052,641.909,156.997
5,90.8024,-18.4534,636.945,136.562
5,88.3483,-19.8025,635.696,96.7866
5,88.3483,-14.2027,632.751,50.8051
5,85.8941,-18.4534,631.284,157.073
5,83.44,-19.8025,630.214,108.977
5,-2.45413,26.9547,630.561,115.943
5,-4.90825,28.3038,628.761,398.664
5,80.9859,-18.4534,627.054,80.5254
5,-14.7247,31.2053,626.655,128.887
5,-4.90825,19.8025,627.06,371.624
5,-7.36236,75.0611,627.177,197.481
5,80.9859,-15.5519,626.013,114.447
5,78.5318,-14.2027,625.288,122.581
5,76.0776,-18.4534,624.504,189.356
5,76.0776,-15.5519,624.092,149.791
5,73.6235,-14.2027,619.31,110.673
5,-2.45413,24.0532,619.888,2613.34
5,71.1694,-15.5519,616.611,125.361
5,68.7153,-14.2027,613.224,197.052
5,68.7153,-11.3012,612.639,86.2104
5,63.8071,-11.3012,607.394,108.233
5,-4.90824,70.8104,605.375,97.8036
5,61.3529,-9.95207,605.08,124.178
5,58.8988,-11.3012,602.077,87.5864
5,-1.33514e-05,22.704,603.069,1837.23
5,56.4447,-9.95207,601.092,91.4434
5,44.1741,-5.70141,585.521,99.8131
5,-1.33514e-05,5.70141,588.574,85.3469
5,46.6282,-1.45075,586.061,73.4269
5,-1.33514e-05,31.2053,587.428,89.5627
5,44.1741,-2.7999,584.369,97.6078
5,39.2659,-2.7999,579.953,68.7321
5,2.4541,24.0532,581.543,1402.7
5,26.9953,7.05056,562.747,78.6325
5,4.90825,22.704,559.551,1076.18
5,7.36237,24.0532,543.5,504.818
